type	corpus	en_source	ko_reference	ko_target	annotation	accuracy	fluency	style	total
Training	GlobalVoices	Many look back on his reign with great nostalgia, remembering how an isolated country was successfully led into the international arena and into the 21st century by someone who had their best interests at heart. 	국민을 그 어떤 것보다 소중하게 여긴 국왕은 고립된 작은 나라를 국제무대로, 그리고 21세기로 이끌어 냈다. 이 사실을 잊지 못하는 부탄 국민들은 그의 통치 시절에 대한 강한 향수를 안고 있다. 	그의 통치를 애틋하게 회상하는 사람들이 많다. 섬나라를 진정으로 국민의 안위를 생각하며 세계무대와 현대로 효과적으로 이끌었던 일을 회고한다.	"Accuracy: 섬나라를(mistranslation/major), 회고한다.(mistranslation/minor)
Fluency: 효과적으로 이끌었던 일을 회고한다.(unnaturalness/minor)
Style: 섬나라를 진정으로 국민의 안위를 생각하며 세계무대와 현대로 효과적으로 이끌었던 일을 회고한다.(structure/major)"	6.0	4.0	5.0	15.0
Training	GlobalVoices	I'm joining the demo in Tokushima! 	저도 도쿠시마 시위에 참가합니다! 	도쿠시마에서 열리는 시위에 참가합니다!	"Accuracy: I'm(omission/minor)
Fluency: -
Style: -"	1.0	0.0	0.0	1.0
Training	GlobalVoices	Uncle Sam: You have seen what my sons can do in war — now see what my daughters can do in peace. 	엉클 샘: 너희들은 내 아들들이 전쟁시에 뭘 할 수 있는지 보았지 — 이제 나의 딸들이 평화시에 뭘 할 수 있는지 보거라. 	내 아들들이 전시에 이룬 위업을 이미 목격한 것처럼 평시에 내 딸들의 능력을 목격하라.	"Accuracy: Uncle Sam:(omission/major), 이룬 위업을(mistranslation/minor), 것처럼(mistranslation/major), 능력을(mistranslation/minor)
Fluency: 평시에 내 딸들의 능력을 목격하라.(unnaturalness/minor)
Style: Uncle Sam:(structure/major), —(structure/major)"	18.0	5.0	10.0	33.0
Training	GlobalVoices	He also writes: 	그는 또 이렇게 말한다: 	또한 그는 서면 콘텐츠를 작성합니다.	"Accuracy: 서면 콘텐츠를(addition/major), :(omission/major)
Fluency: 또한 그는 서면 콘텐츠를 작성합니다.(unnaturalness/minor)
Style: -"	15.0	5.0	0.0	20.0
Training	GlobalVoices	In 1993, the Linguistic Society of Hong Kong developed Jyutping, a Cantonese romanisation scheme. 	1993년 홍콩언어협회(Linguistic Society of Hong Kong)은 '쥿핑'이라 불리는 광둥어 로마자 표기 체계를 만들었다. 	Jyutping은 광동어 로마자 표기법으로 1993년 홍콩 언어학회에서 창안되었습니다.	"Accuracy: Jyutping(untranslated text/major)
Fluency: Jyutping(untranslated text/major)
Style: Jyutping은 ...홍콩 언어학회에서 창안되었습니다.(structure/major)"	5.0	5.0	5.0	15.0
Training	GlobalVoices	Powdered chocolate is criminal enough. 	초콜릿 분말도 충분히 나쁘답니다. 	가루 형태의 코코아를 사용하는 것은 이미 불법입니다.	"Accuracy: 코코아를(mistranslation/minor), 사용하는 것은(addition/major), 이미(mistranslation/minor)
Fluency: -
Style: -"	12.0	0.0	0.0	12.0
Training	GlobalVoices	In some small counties and cities, due to the low entry qualifications and low salaries, those who do not have any background in education also became kindergarten teachers, which could be viewed as the main cause of the frequent child abuse cases. 	몇몇 소규모 성이나 도시에서는 낮은 자격조건과 월급때문에 교육 관련 배경이 없는 사람도 유치원 교사들이 될 수 있습니다. 이것이 바로 빈번한 아동 학대 사건 발생의 주요 원인이라고 볼 수 있죠. 	아동 학대 사례는 종종 유치원 교사가 표준화된 교육 배경을 가질 필요가 없고 급여가 매우 낮아 정식 교육 경험이 없는 개인이 이러한 직책을 얻을 수 있는 작은 카운티와 도시에서 더 만연합니다.	"Accuracy: which could be viewed as the main cause of(omission/major)
Fluency: 유치원 교사가 표준화된 교육 배경을 가질 필요가 없고 급여가 매우 낮아 정식 교육 경험이 없는 개인이 이러한 직책을 얻을 수 있는(unnaturalness/minor)
Style: 아동 학대 사례는...더 만연합니다.(structure/major)"	45.0	21.0	5.0	71.0
Training	GlobalVoices	He followed the officer's instruction and backed off, but was sprayed in his face without warning; although he showed his press badge many times, he was arrested and handcuffed. 	해당 기자가 언론인 신분증을 몇 번이나 보여주었지만, 이 기자는 경찰에게 체포되었고 손에는 수갑이 채워졌다. 이 과정에서 한 경관이 이렇게 외쳤다. 	뒤로 물러나라는 경찰관의 요청에 따랐음에도 불구하고 그는 예기치 않게 얼굴에 스프레이를 뿌렸고 이후 만남 내내 언론 자격 증명을 보여 주었음에도 불구하고 구금 및 제지되었습니다.	"Accuracy: 그는(mistranslation/major), 만남 내내(mistranslation/minor), 제지되었습니다.(mistranslation/major)
Fluency: 그는(unnaturalness/minor), 만남 내내(unnaturalness/minor)
Style: -"	12.0	3.0	0.0	15.0
Training	GlobalVoices	India: Standing Neck Deep in Water to Protest · Global Voices 	인도: 목까지 올라오는 물 속에서 선채로 시위 	인도의 시위자들은 시위를 하기 위해 목까지 물을 헤쳐나갑니다.	"Accuracy: 헤쳐나갑니다.(mistranslation/major), Global Voices(omission/major)
Fluency: 목까지 물을(unnaturalness/minor)
Style: 인도의(structure/major), Global Voices(structure/major)"	15.0	2.0	10.0	27.0
Training	GlobalVoices	Given the lingering bad blood between China and Japan over Japanese war crimes during World War II as well as geo-political tensions in Asia, many wondered how, if at all, the change of ownership would affect the Financial Times' expansion in China and its coverage of the country. 	제2차 세계대전에 일본이 저지른 전쟁 범죄와 아시아에서 겪는 지정학적인 긴장으로 일본과 중국 간 관계가 좋지 않은 점을 고려했을 때, 일본 닛케이가 파이낸셜타임스를 중국에서 더 확장할지, 어떻게 중국을 보도할지 관심이 쏠리고 있다. 	아시아의 현재 정치적 긴장과 일본의 전시 범죄에 대한 중국과 일본 간의 해결되지 않은 분노로 인해 소유권 변경이 파이낸셜 타임즈의 중국 보도 범위 확장 노력에 어떤 영향을 미칠지 불확실했습니다.	"Accuracy: 현재(addition/minor), 정치적(mistranslation/minor), 인해(mistranslation/major), during World War II(omission/major), 보도 범위 확장 노력에(mistranslation/major), 불확실했습니다(mistranslation/minor)
Fluency: -
Style: -"	48.0	0.0	0.0	48.0
Training	GlobalVoices	Then a rich man bought the building and my archive went where I wanted it to go – into trash. 	내가 했던 일에 대해서 열심히 설명해봤자, 아무도 이해를 못했죠. 	그 후 부유한 개인이 건물을 인수했고 내가 수집한 기록은 내가 원하는 대로 쓰레기통에 버려졌습니다.	"Accuracy: 개인이(mistranslation/minor)
Fluency: 부유한 개인이(untranslated text/major), 내가 원하는 대로(unnaturalness/minor)
Style: -"	1.0	13.0	0.0	14.0
Training	GlobalVoices	Christopher Reynolds, another marcher, described something even more visceral: 	또 다른 참가자였던 크리스토퍼 레이놀즈는 좀 더 진솔한 마음을 털어놨다. 	행진의 또 다른 참가자인 크리스토퍼 레이놀즈(Christopher Reynolds)는 훨씬 더 강한 감정을 불러일으키는 경험을 이야기했습니다.	"Accuracy: (Christopher Reynolds)(untranslated text/minor), 더 강한 감정을 불러일으키는 경험을(mistranslation/minor)
Fluency: (Christopher Reynolds)(untranslated text/minor)
Style: -"	7.0	2.0	0.0	9.0
Training	GlobalVoices	Protesters at Tahrir Square in downtown Cairo, who numbered around 3 million, broke in chants calling for the overthrow of Mubarak, while the speech was going. 	카이로 중심가에 있는 타흐리르(Tahrir) 광장의 시위대들은 연설이 진행되는 동안 무바라크 퇴각을 외쳤다. 	연설이 진행되는 동안 카이로 중심부에 위치한 타흐리르 광장에서 약 300만 명의 시위자들이 무바라크의 권좌 축출을 요구하는 구호를 외쳤습니다.	"Accuracy: -
Fluency: 권좌 축출을 요구하는(unnaturalness/minor)
Style: -"	0.0	3.0	0.0	3.0
Training	GlobalVoices	11541 red chairs represent the 11,541 Sarajevans who were killed in the 1992-1995 siege of Sarajevo. 	11541명의 사라예보인들의 죽음을 기념하는 의미로 동일한 개수의 붉은색 의자가 놓여졌다. 	11,541개의 진홍색 의자는 1992년부터 1995년까지 발생한 포위 공격으로 목숨을 잃은 사라예보 사람들을 상징합니다.	"Accuracy: 진홍색(mistranslation/minor), Sarajevo(omission/major)
Fluency: -
Style: -"	6.0	0.0	0.0	6.0
Training	GlobalVoices	As the situation at the nuclear plant Fukushima Daiichi remains unstable and the government warns about the high levels of radioactive iodine and cesium in vegetables and tap water, infants' parents seek reassurance and advice from experts and fellow parents on the internet. 	후쿠시마 원자력 발전소의 불안정한 상황이 지속되고 일본 정부 또한 식물과 수돗물에 있는 과다성 방사성 요오드와 세슘에 대해 경고를 보냄에 따라, 부모들은 전문가와 온라인 상의 동료 부모들로부터 조언을 구하며 마음의 안정을 찾으려 노력하고 있다. 	원자력 시설 후쿠시마 제1원전의 지속적인 불안정과 야채와 수돗물에 과도한 양의 방사성 요오드와 세슘이 존재한다는 정부의 경고로 인해 유아의 부모는 온라인에서 전문가와 동료 부모 모두에게 지도와 위안을 구하고 있습니다. .	"Accuracy: 과도한 양의(mistranslation/major)
Fluency: 유아의 부모는 지도와 위안을 구하고 있습니다.(unnaturalness/minor), .(punctuation/major)
Style: 원자력 시설 후쿠시마 제1원전의 지속적인 불안정과(structure/major)"	10.0	11.0	5.0	26.0
Training	GlobalVoices	Myanmar's decision to dissolve its notorious censorship board was praised by many groups as a step forward in promoting media freedom in the country. 	미얀마의 악명높은 검열 위원회를 해산시키겠다는 미얀마 정부의 결정은 미얀마 언론의 자유를 한 단계 발전시키는 과정으로 높이 평가되어져 왔다. 	많은 단체들이 미얀마가 검열을 담당하는 악명 높은 위원회를 해체하려는 움직임을 국가의 언론 자유 향상을 위한 진전이라고 칭찬했습니다.	"Accuracy: 검열을 담당하는 악명 높은 위원회를(mistranslation/minor), 움직임을(mistranslation/minor), a step(omission/major)
Fluency: 검열을 담당하는 악명 높은 위원회를(unnaturalness/minor)
Style: 많은 단체들이...칭찬했습니다.(structure/major)"	16.0	5.0	5.0	26.0
Training	GlobalVoices	"The team behind Otramérica , a nonprofit initiative from Human Rights Everywhere, decided to enlist bloggers to tell stories ""from the ground"" while they traveled through little-known places in Latin America. "	온누리의 인권(uman Rights Everywhere)에서 시작된 비영리 그룹인 오트라-아메리카 팀은 라틴 아메리카의 잘 알려지지 않은 곳들을 여행하는 블로거들에게 “현지에서”의 이야기를 전해달라는 요청을 하였다. 	Human Rights Everywhere 조직의 비영리 프로젝트인 Otramérica는 블로거를 참여시켜 라틴 아메리카의 생소한 목적지를 여행하면서 직접 겪은 이야기를 공유하기로 했습니다.	"Accuracy: 프로젝트인(mistranslation/major), 참여시켜(mistranslation/minor), 직접 겪은(mistranslation/major), Human Rights Everywhere(untranslated text/major), Otramérica(untranslated text/major)
Fluency: 공유하기로 했습니다.(unnaturalness/minor), Human Rights Everywhere(untranslated text/major), Otramérica(untranslated text/major)
Style: -"	36.0	22.0	0.0	58.0
Training	GlobalVoices	Baheyya then wrote how those pro-Mubarak protesters used horses to attack the protesters. 	바헤야(Baheyya)는 어떻게 친무라바크 시위자들이 말을 사용해 반무라바크 시위자들을 공격했는지 기록했다. 	Baheyya는 친 무바라크 지지자들이 반대 시위대에 대한 공격을 시작하는 수단으로 말 생물을 사용하는 것을 문서화했습니다.	"Accuracy: 반대(addition/minor), 시작하는(addition/minor), 말 생물을(mistranslation/minor)
Fluency: 공격을 시작하는 말 생물을 사용하는 것을 문서화했습니다.(unnaturalness/minor), Baheyya(untranslated text/major)
Style: -"	4.0	12.0	0.0	16.0
Training	GlobalVoices	The reports focus on three key research areas: Impact and Learning, New Technologies, and Policy Innovations. 	이 보고서는 '효과와 학습'(Impact and Learning), '새로운 기술들'(New Technologies), '정책 혁신'(Policy Innovations), 이 세 가지 주요 연구 범위에 중점을 두었습니다. 	이 연구는 효과 및 교육, 새로운 기술 발전 및 진보적 정책 접근의 세 가지 기본 조사 분야에 집중합니다.	"Accuracy: 연구는(mistranslation/major), 및(mistranslation/minor), 교육(mistranslation/major) 발전(addition/minor), 진보적 정책 접근(mistranslation/major), 조사(mistranslation/minor)
Fluency: 집중합니다.(unnaturalness/minor)
Style: 정책 접근의 세 가지 기본 조사 분야에 집중합니다.(structure/major)"	18.0	1.0	5.0	24.0
Training	GlobalVoices	If the protesters in Hong Kong achieve a victory, we will have democracy everywhere in mainland China. 	홍콩에서 시위참가자가 승리한다면, 중국에서도 어디서나 민주주의를 구가할 수 있을 것입니다. 	홍콩 시위대가 승리하면 중국 본토 전역에 민주주의가 확장될 것입니다.	"Accuracy: -
Fluency: 승리하면(unnaturalness/minor)
Style: -"	0.0	1.0	0.0	1.0
Training	GlobalVoices	Moscow’s interest in Twitter has seemed only to grow in recent years. 	러시아는 최근에야 트위터에 관심을 두기 시작한 것 같다. 	최근 몇 년 동안 트위터에 대한 모스크바의 매력은 더욱 강해진 것으로 보입니다.	"Accuracy: 매력은(mistranslation/major)
Fluency: 트위터에 대한 모스크바의 매력은(unnaturalness/minor)
Style: -"	5.0	4.0	0.0	9.0
Training	GlobalVoices	Although accusations against Dymovskiy and others still stand, the furious reaction of the police chiefs, and the considerable risks taken by the video makers, is one kind of evidence that what they say is true. 	디모브스키와 다른 이들에 대한 비난이 존재하기는 하지만, 경찰청장들의 분노에 찬 반응과 비디오를 녹화한 사람들이 감당해야 했던 엄청난 위험은 그들의 주장이 사실이란 것을 입증하는 하나의 증거다. 	Dymovskiy와 그의 동료들에 대한 고발은 여전히 유효하지만, 경찰 관계자들의 격렬한 반응과 영상을 촬영한 개인들이 추정한 상당한 위험은 그들의 주장을 뒷받침하는 일종의 증거 역할을 합니다.	"Accuracy: Dymovskiy(untranslated text/major), 그의 동료들에(mistranslation/major), 추정한(mistranslation/major)
Fluency: Dymovskiy(untranslated text/major), 개인들이 추정한 상당한 위험은(unnaturalness/minor)
Style: -"	20.0	9.0	0.0	29.0
Training	GlobalVoices	The government of President Evo Morales responded by offering a one-time subsidy equivalent to 145 US dollars, which went into effect the day before the caravan arrived in La Paz. 	달러에 해당하는 일회성 보조금을 지원을 제안하였고 그 제안은 시위행진이 라파즈에 도착하기 하루전에 시행되었다. 	이에 대해 에보 모랄레스 대통령 행정부는 캐러밴이 라파스에 도착하기 하루 전에 제정된 145달러에 달하는 단일 재정 지원금을 연장했습니다.	"Accuracy: 행정부는(mistranslation/minor), 연장했습니다.(mistranslation/major)
Fluency: 연장했습니다.(unnaturalness/minor)
Style: 145달러에 달하는 단일 재정 지원금을 연장했습니다.(structure/major)"	6.0	1.0	5.0	12.0
Training	GlobalVoices	Our nation was not born in 2002. 	우리 국가는 2002년에 신설된 신생국가가 아니다. 	우리나라의 탄생은 2002년이 아니다.	"Accuracy: -
Fluency: 우리나라의 탄생은(unnaturalness/minor)
Style: 우리나라의 탄생은(structure/major)"	0.0	2.0	5.0	7.0
Training	GlobalVoices	Image edited by Kevin Rothrock. 	이미지 편집: Kevin Rothrock. 	Kevin Rothrock은 이미지를 변경했습니다.	"Accuracy: Kevin Rothrock(untranslated text/major)
Fluency: Kevin Rothrock(untranslated text/major)
Style: Kevin Rothrock은 이미지를 변경했습니다.(structure/major)"	10.0	10.0	5.0	25.0
Training	GlobalVoices	Responding to his latest anti-porn tweet, many twitter users in Indonesia started to use the #bbsyariah hashtag. 	그는 최근에 포르노에 반대하는 메시지를 트윗했고 이에 응해 많은 인도네시아 트위터 사용자들은 해쉬태그 #bbsyariah를 사용하기 시작했다. 	반 포르노 감정을 표현한 그의 최근 트윗에 이어 인도네시아의 수많은 트위터 사용자는 #bbsyariah 해시태그를 사용하기 시작했습니다.	"Accuracy: -
Fluency: -
Style: -"	0.0	0.0	0.0	0.0
Training	GlobalVoices	What happened to the Guinean blogosphere? 	기니 블로그스피어에 무슨 일이 일어났나? 	온라인 블로그의 기니 영역에 무슨 일이 일어났습니까?	"Accuracy: 온라인 블로그의 기니 영역에(mistranslation/major)
Fluency: 온라인 블로그의 기니 영역에(unnaturalness/minor)
Style: -"	20.0	4.0	0.0	24.0
Training	GlobalVoices	Many sites have chosen to express their opposition by blacking out their sites, either entirely or with an interstitial page. 	많은 사이트들은 사이트 전체 또는 중간에 삽입되는 페이지를 검게 칠함으로써 그들의 반감을 표출했다. 	수많은 웹사이트가 사이트 전체를 가리거나 임시 페이지를 만들어 반대 의견을 전달하는 방법을 선택했습니다.	"Accuracy: 임시 페이지를 만들어(mistranslation/major)
Fluency: -
Style: -"	15.0	0.0	0.0	15.0
Training	GlobalVoices	I have always seen myself as an ally to equality causes, but as someone who quite recently came to identify as pansexual, Pride became that much more special. 	나는 인권 문제가 있을 때마다 자기자신을 항상 지지자로만 여겼다. 하지만 아주 최근에 범성애자로 정체화하고 나서 프라이드 행진이 그만큼 더 특별해졌다. 	평생 동안 나는 평등을 촉진하는 운동의 지지자라고 생각해 왔지만 최근에 범성애자로 정체화하기 시작한 이후로 프라이드는 나에게 훨씬 더 의미 있는 의미를 갖게 되었습니다.	"Accuracy: 평등을 촉진하는 운동의 지지자라고(mistranslation/minor), 더 의미 있는(mistranslation/major)
Fluency: 평등을 촉진하는 운동의 지지자라고(unnaturalness/minor), 의미 있는 의미를(unnaturalness/minor)
Style: -"	19.0	7.0	0.0	26.0
Training	GlobalVoices	Another historical part of Homs destroyed 	홈즈의 또다른 유적지의 참혹한 모습 	Homs의 또 다른 역사적 지역이 철거되었습니다.	"Accuracy: 지역이 철거되었습니다.(mistranslation/major), Homs(untranslated text/major)
Fluency: Homs(untranslated text/major)
Style: -"	15.0	5.0	0.0	20.0
Training	GlobalVoices	She suggests Breivik to be a Chinese in his next life so that he can appreciate how lucky he is to be born as a Norwegian. 	"편지는 브레이비크가 후생에 중국인으로 태어나봐야 ""전생에 노르웨이인었던 나는 얼마나 축복을 받았던 거였던지. "	그가 노르웨이에서 태어난 것이 얼마나 행운인지 인정하기 위해 그녀는 Breivik이 차후에 중국인이 되어야 한다고 제안합니다.	"Accuracy: 차후에(mistranslation/major), Breivik(untranslated text/major)
Fluency: 인정하기 위해 차후에 중국인이 되어야 한다고 제안합니다.(unnaturalness/minor), Breivik(untranslated text/major)
Style: -"	10.0	12.0	0.0	22.0
Training	GlobalVoices	Given that the petitions to stop debris from entering Kitakyushu city are flooding in to Miyagi's assembly, the Twitter account of newspaper Asahi Shimbun's Sendai branch commented that these persistent actions are giving mixed feelings to him . 	키타큐슈시로 잔해 반입을 금지하라는 청원서들이 미야기 의회에 넘쳐나고 있는 것을 보면서, 아사히 신문의 센다이 지국 트위터 계정 유저는 이런 끈질긴 행위를 보면서 착잡한 심정을 느낀다고 그는 의견을 달았다 . 	아사히신문 센다이지점 트위터 계정은 미야기현의회가 접수하고 있는 기타큐슈시의 쓰레기 유입 방지 청원이 쇄도하는 것에 대해 모호한 감정을 드러냈다.	"Accuracy: 대해(mistranslation/major), 모호한 감정을 드러냈다.(mistranslation/minor)
Fluency: 모호한 감정을 드러냈다.(unnaturalness/minor)
Style: -"	8.0	3.0	0.0	11.0
Training	GlobalVoices	If she has reported to the police, with their mobility, they could have send out a car to pick her up. 	그녀가 경찰에 보고를 했다면, 경찰은 그들의 차로 그녀를 데리러 갈 수 있었을 것입니다. 	그녀가 당국에 알렸다면 그들은 민첩성 때문에 그녀를 회수하기 위해 차량을 파견할 수 있었습니다.	"Accuracy: 당국에(mistranslation/major), 민첩성 때문에(mistranslation/major), 회수하기(mistranslation/minor)
Fluency: 민첩성 때문에 그녀를 회수하기 위해 차량을 파견할 수 있었습니다.(unnaturalness/minor)
Style: -"	16.0	9.0	0.0	25.0
Training	TEDTalks	(Laughter) This is, of course, the Cartesian coordinates. 	(웃음) 이것은 데카르트의 좌표입니다. 	(웃음) 우리 모두 알다시피, 이것들은 데카르트 시스템의 좌표입니다.	"Accuracy: 시스템의(addition/major)
Fluency: -
Style: -"	5.0	0.0	0.0	5.0
Training	TEDTalks	A whole range of professions now make cognitive demands. 	이제 매우 다양한 직업들이 인지적 노동을 요구합니다. 	요즘에는 다양한 직업에 인지 능력이 필요합니다.	"Accuracy: 다양한(mistranslation/minor)
Fluency: 필요합니다.(unnaturalness/minor)
Style: -"	1.0	1.0	0.0	2.0
Training	TEDTalks	So, I do want to say, at the outset, that I think compassion's great. 	이런 의미에서, 저는 동정심이 훌륭한 것이라고 생각하고 있음을 미리 알려드려야겠군요. 	우선 연민에 대한 존경심을 표현하겠습니다.	"Accuracy: at the outset,(omission/major)
Fluency: -
Style: I do want to say, at the outset,(structure/major)"	15.0	0.0	5.0	20.0
Training	TEDTalks	I had to meet my Prime Minister. 	전 인도 수상을 만나야겠다고 생각했습니다. 	총리와의 만남이 필요했습니다.	"Accuracy: -
Fluency: -
Style: -"	0.0	0.0	0.0	0.0
Training	TEDTalks	That's good for the little creatures here, the plankton, and that good for us -- here's why. 	그러면 이 작은 플랑크톤도 좋고 우리에게도 좋은 일입니다. 이 이유를 설명드리죠. 	여기에 서식하는 작은 유기체인 플랑크톤의 웰빙은 우리에게 긍정적인 영향을 미치며 그 방법을 알려드리겠습니다.	"Accuracy: 서식하는(addition/major), 플랑크톤의 웰빙은(mistranslation/major), 미치며(mistranslation/major), 방법을(mistranslation/major)
Fluency: 플랑크톤의 웰빙은(unnaturalness/minor), 그 방법을 알려드리겠습니다.(unnaturalness/minor)
Style: -"	25.0	5.0	0.0	30.0
Training	TEDTalks	(Laughter) Growing up, there were only six Arabs in my town, and they were all my family. 	제가 자랄 때, 저희 동네에는 아랍인 가족이 겨우 여섯 있었어요. 그들이 모두 저희 가족이었죠. 	(웃음) 어린 시절에 우리 마을의 아랍 공동체는 모두 내 친척인 6명으로 제한되었습니다.	"Accuracy: 공동체는(mistranslation/major), 제한되었습니다.(mistranslation/major)
Fluency: -
Style: 어린 시절에 우리 마을의 아랍 공동체는(structure/major), 모두 내 친척인 6명으로 제한되었습니다.(structure/major)"	10.0	0.0	10.0	20.0
Training	TEDTalks	Many have struggled to come out to their communities, in families whose religious beliefs make it hard to accept that their daughters are not sick, just queer. 	많은 이들이 그들의 공동체에서 받아들여지느라 애썼어요. 가족안에서의 종교적 믿음은 그들의 딸들이 아픈것이 아니라 단지 동성애자라는 것을 받아들이기 어렵게 했죠 	몇몇 개인은 자신의 성적 취향을 사회에 드러내는 데 어려움을 겪었습니다. 특히 신앙에 기반한 가치가 자녀가 몸이 좋지 않다는 사실을 인정하는 데 장애가 되는 가정에서는 더욱 그렇습니다. 오히려 LGBTQ로 식별됩니다.	"Accuracy: 취향을(mistranslation/major), 않다는(mistranslation/major), 오히려 LGBTQ로 식별됩니다.(mistranslation/major)
Fluency: 자녀가 몸이 좋지 않다는 사실을 인정하는 데, 오히려 LGBTQ로 식별됩니다.(unnaturalness/minor)
Style: 오히려 LGBTQ로 식별됩니다.(structure/major)"	25.0	10.0	5.0	40.0
Training	TEDTalks	At the workshop, in that beloved hell we share, we all give something. 	강습회에서 우리가 공유했고 아끼던 그 지옥에서, 모두 무언가를 베풀었죠. 	워크숍 동안, 우리가 공동으로 경험하는 소중한 불행 속에서 우리는 각자 기여합니다.	"Accuracy: 불행(mistranslation/major), 각자 기여합니다.(mistranslation/major)
Fluency: 워크숍 동안, 우리가 공동으로 경험하는 소중한 불행 속에서 우리는 각자 기여합니다.(unnaturalness/minor)
Style: -"	15.0	11.0	0.0	26.0
Training	TEDTalks	What is new is that more people now acknowledge that women, too, have a right to sexual desire. 	이제야 많은 이들이 여성도 성욕이 있을 권리가 있다는 사실을 이제 인지한다는 게 새롭죠. 	점점 더 많은 개인이 여성도 성적 욕망을 경험할 권리가 있음을 인정하는 새로운 발전이 있습니다.	"Accuracy: 경험할(mistranslation/major)
Fluency: 새로운 발전이 있습니다.(unnaturalness/minor)
Style: -"	5.0	3.0	0.0	8.0
Training	TEDTalks	But a lot of them -- maybe what's bothering them is actually a kind of alienation. 	하지만 많은 사람들은 아마도 복귀 후 소외감 때문에 괴로워하는 것일 겁니다. 	그러나 상당한 수의 개인 - 아마도 그들의 곤경은 진정으로 일종의 해리입니다.	"Accuracy: 개인(mistranslation/major), of them(omission/major), 그들의 곤경은 진정으로 해리입니다.(mistranslation/major)
Fluency: 그러나 상당한 수의 개인(unnaturalness/minor)
Style: -"	35.0	4.0	0.0	39.0
Training	TEDTalks	Well, with Sylvia Browne I would think so. 	음, 실비아 브라운의 경우는, 전 그렇게 생각합니다. 	Sylvia Browne의 명성을 고려할 때 그럴 가능성이 높다고 생각합니다.	"Accuracy: Sylvia Browne(untranslated text/major), 명성을 고려할 때(mistranslation/major), 그럴 가능성이 높다고 생각합니다.(mistranslation/major)
Fluency: Sylvia Browne(untranslated text/major)
Style: -"	40.0	10.0	0.0	50.0
Training	TEDTalks	We have voter suppression. 	투표 방해 행위도 존재하고 	유권자를 방해하려는 노력이 있습니다.	"Accuracy: 노력이(mistranslation/minor)
Fluency: -
Style: -"	1.0	0.0	0.0	1.0
Training	TEDTalks	Some attribute this golden world knowledge to Plato, others to Pythagoras. 	몇몇 사람들은 이 중요한 지식을 플라톤의 영광으로 돌리고, 다른 사람들은 피타고라스에게 돌립니다 	일부 사람들에 따르면 플라톤과 피타고라스는 둘 다 유토피아 세계에 대한 지식을 소유한 것으로 여겨집니다.	"Accuracy: 플라톤과 피타고라스는 둘 다 유토피아 세계에 대한 지식을 소유한 것으로 여겨집니다.(mistranslation/major)
Fluency: -
Style: 일부 사람들에 따르면(structure/major), 플라톤과 피타고라스는 둘 다 유토피아 세계에 대한 지식을 소유한 것으로 여겨집니다.(structure/major)"	50.0	0.0	10.0	60.0
Training	TEDTalks	Say stop. (Audience: Stop.) (Laughter) LG: Yeah, Armani. OK. 	정지해주세요./ 정지 웃음 네. 알마니입니다. 	중단을 요청합니다. (청중: 멈칫.) (웃음) LG: 찬성, 아르마니. 이해했다.	"Accuracy: 요청합니다(mistranslation/major), 멈칫(mistranslation/major), 찬성,(mistranslation/major), 이해했다.(mistranslation/major)
Fluency: 이해했다.(unnaturalness/minor)
Style: -"	20.0	1.0	0.0	21.0
Training	TEDTalks	And on that axis I have life expectancy, the health of people. 	수직축에는 건강 상태를 뜻하는 평균 수명을 표시했습니다. 	개인의 건강과 기대 수명은 그 축에 포함되는 요소입니다.	"Accuracy: 포함되는(mistranslation/major)
Fluency: -
Style: 개인의 건강과 기대 수명은 그 축에 포함되는 요소입니다.(structure/major)"	5.0	0.0	5.0	10.0
Training	TEDTalks	It's very easy, win the million dollars. 	매우 쉽죠. 백만 달러 벌기가 말이죠. 	백만 달러를 얻는 것은 절대적인 바람입니다.	"Accuracy: 절대적인 바람입니다.(mistranslation/major)
Fluency: 절대적인 바람입니다.(unnaturalness/minor)
Style: 백만 달러를 얻는 것은 절대적인 바람입니다.(structure/major)"	10.0	2.0	5.0	17.0
Training	TEDTalks	Tonight you'll see some of our invented stents. 	오늘 밤, 여러분들은 우리가 발명한 스텐트도 몇가지 보게 되실 겁니다. 	오늘 밤 귀하는 당사의 혁신적인 스텐트를 직접 목격하게 될 것입니다.	"Accuracy: 당사의(mistranslation/minor), 혁신적인(mistranslation/major)
Fluency: 당사의 혁신적인 스텐트를(unnaturalness/minor)
Style: -"	6.0	3.0	0.0	9.0
Training	TEDTalks	Did you know that 68 percent of Americans now carry a library card? 	68퍼센트의 미국인들이 도서관 카드를 가지고 있다는 걸 알고 계셨나요? 	요즘 미국인의 대다수, 특히 68%가 도서관 카드를 소지하고 있다는 사실을 알고 계십니까?	"Accuracy: 대다수, 특히(addition/major)
Fluency: 특히 68%가(unnaturalness/minor)
Style: 미국인의 대다수, 특히 68%가(structure/major)"	10.0	2.0	5.0	17.0
